data;

set N:= 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
set M:= 50 51 52 53 54 55 56 57 58;
set F:= f0 f1 f2 f3 f4 f5 f6 f7;

param p:=
0 61.1996
1 59.8933
2 78.8642
3 95.1931
4 50.0180
5 73.8370
6 52.5442
7 96.8703
8 64.3641
9 90.3245
10 67.2116
11 76.6911
12 51.1758
13 58.7689
14 55.9253
15 52.0001
16 73.2552
17 95.6953
18 52.8161
19 53.1064
20 99.9815
21 95.2104
22 92.0774
23 50.7866
24 65.1101
25 87.0746
26 53.6365
27 73.6888
28 66.9816
29 52.7102
30 86.8577
31 78.1812
32 62.6034
33 65.7218
34 73.3743
35 62.6214
36 89.5589
37 75.9185
38 59.4918
39 53.9229
40 66.2430
41 76.7034
42 80.6141
43 67.4189
44 85.4723
45 86.5393
46 69.4189
47 58.7275
48 82.2347
49 72.2351
50 14.5406
51 8.2649
52 19.4211
53 17.4698
54 0.8137
55 18.0098
56 17.7738
57 9.4751
58 16.9891
;

param b:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 :=
42 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 50.091960 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 85.312128 0.000000 0.000000 0.000000 0.000000 0.000000 56.953748 0.000000 0.000000 0.000000 0.000000 68.476146 0.000000 0.000000 0.000000 87.867356 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 86.454385 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
43 61.833941 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 92.466120 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 95.846837 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 
44 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 89.052238 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 77.960026 79.718756 92.876989 0.000000 54.419051 0.000000 0.000000 0.000000 98.735028 0.000000 0.000000 0.000000 0.000000 50.976909 0.000000 0.000000 0.000000 82.997163 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
45 0.000000 0.000000 0.000000 0.000000 0.000000 86.241771 0.000000 66.912720 0.000000 59.428803 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 63.109553 0.000000 0.000000 0.000000 0.000000 53.209121 0.000000 60.964422 0.000000 0.000000 99.270109 0.000000 0.000000 0.000000 0.000000 50.976909 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 1000000 0.000000 0.000000 1000000 
46 0.000000 0.000000 0.000000 0.000000 50.769479 0.000000 0.000000 60.714590 67.002755 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 93.008418 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 53.496992 0.000000 0.000000 0.000000 0.000000 0.000000 94.847152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 76.594749 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
47 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 82.993326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 99.015902 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 76.594749 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 0.000000 0.000000 0.000000 0.000000 51.684585 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 91.173885 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
49 0.000000 0.000000 0.000000 86.148766 0.000000 0.000000 0.000000 0.000000 53.552027 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 90.178936 65.820292 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 75.652294 54.961556 0.000000 0.000000 97.466219 0.000000 0.000000 86.454385 0.000000 82.997163 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 
50 0.000000 0.000000 1000000 1000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
51 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
52 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 1000000 1000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
53 0.000000 0.000000 1000000 1000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 0.000000 1000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
54 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
55 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
57 1000000 0.000000 0.000000 1000000 1000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
58 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 1000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
;

param alpha:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 :=
0 0.0000 67.4454 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.2162 0.0000 0.0000 61.8339 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 
1 67.4454 0.0000 0.0000 0.0000 0.0000 90.9860 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.5555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.0028 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 53.9113 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 0.0000 0.0000 0.0000 0.0000 93.1020 0.0000 89.3495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 57.9676 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 56.2444 86.6393 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 0.0000 0.0000 0.0000 0.0000 52.3057 0.0000 74.0661 0.0000 85.4416 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 98.3827 0.0000 64.5744 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 59.5231 58.8239 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.9529 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 86.1488 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 
4 0.0000 0.0000 93.1020 52.3057 0.0000 0.0000 0.0000 69.1035 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.9197 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 50.7695 0.0000 51.6846 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 
5 0.0000 90.9860 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.6937 0.0000 0.0000 0.0000 94.9693 0.0000 0.0000 88.5224 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.4591 0.0000 0.0000 0.0000 0.0000 86.2418 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 0.0000 0.0000 89.3495 74.0661 0.0000 0.0000 0.0000 0.0000 0.0000 78.2028 0.0000 0.0000 0.0000 0.0000 0.0000 83.9099 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 56.8033 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.7574 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 
7 0.0000 0.0000 0.0000 0.0000 69.1035 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.7006 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.7584 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 66.9127 60.7146 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 1000000.0000 0.0000 
8 0.0000 0.0000 0.0000 85.4416 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 55.3400 0.0000 0.0000 0.0000 0.0000 0.0000 68.9287 0.0000 0.0000 0.0000 0.0000 0.0000 94.8544 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.8169 0.0000 60.1048 0.0000 92.9015 0.0000 59.6681 0.0000 0.0000 0.0000 0.0000 67.0028 0.0000 0.0000 53.5520 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 78.2028 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.6171 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 83.4949 0.0000 0.0000 0.0000 0.0000 0.0000 90.7815 0.0000 0.0000 0.0000 67.3114 0.0000 0.0000 0.0000 0.0000 59.4288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 84.2644 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 92.4661 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 
11 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 52.5368 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 55.3400 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 71.9959 0.0000 0.0000 0.0000 0.0000 0.0000 70.5062 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 61.5696 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 
13 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.7006 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 60.8494 0.0000 73.6896 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 65.4755 50.0920 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 
14 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 52.5368 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 57.5996 0.0000 0.0000 0.0000 0.0000 0.0000 72.2787 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 0.0000 0.0000 57.9676 0.0000 0.0000 0.0000 83.9099 0.0000 0.0000 0.0000 84.2644 0.0000 0.0000 60.8494 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 89.0522 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 
16 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 78.0643 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 84.6939 99.8106 0.0000 0.0000 0.0000 74.5123 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 82.9933 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 
17 0.0000 0.0000 0.0000 0.0000 0.0000 51.6937 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 73.6896 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 0.0000 0.0000 0.0000 98.3827 0.0000 0.0000 0.0000 0.0000 68.9287 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 76.9182 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 70.9658 0.0000 0.0000 94.3620 66.8134 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.1789 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 0.0000 0.0000 0.0000 64.5744 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 76.9182 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 75.2491 0.0000 0.0000 0.0000 95.5189 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 95.8468 0.0000 0.0000 0.0000 0.0000 0.0000 65.8203 1000000.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
21 0.0000 82.5555 0.0000 0.0000 0.0000 94.9693 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
22 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 69.6171 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 63.1582 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
23 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 86.3004 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
24 0.0000 0.0000 0.0000 0.0000 0.0000 88.5224 56.8033 0.0000 94.8544 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 78.7666 0.0000 0.0000 82.7753 58.7440 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 1000000.0000 0.0000 0.0000 
25 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 78.0643 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 57.3080 0.0000 63.5146 0.0000 0.0000 90.3361 85.3121 0.0000 0.0000 0.0000 93.0084 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 1000000.0000 
26 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 71.9959 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 51.2775 0.0000 80.9977 78.9901 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 90.4281 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
